id,Type,Subtype,City,Country,Description,Price
0246,accommodation,Hotel,Aswan,Egypt,Pyramisa Isis Island – 4-star hotel on Nile island,80.0
0247,accommodation,Hostel,Aswan,Egypt,Nubian Hostel – Budget hostel near Aswan souk,10.0
0248,accommodation,Hostel,Cairo,Egypt,Cairo Downtown Backpackers – Lively hostel in the heart of Cairo’s old quarter with shared spaces and a warm local ambiance.,15.0
0249,accommodation,Luxury,Cairo,Egypt,Marriott Mena House – Historic luxury hotel near the Pyramids with lush gardens and iconic views,300.0
0250,accommodation,Guesthouse,Cairo,Egypt,"Nile Riverside Guesthouse – Traditional guesthouse on the banks of the Nile, decorated with authentic Egyptian motifs.",20.0
0251,accommodation,Luxury Hotel,Cairo,Egypt,"The St. Regis Cairo – Opulent hotel offering panoramic Nile views, refined dining experiences, and luxurious accommodations. Wikipedia",500.0
0252,accommodation,Hostel,Cairo,Egypt,"Holy Sheet Hostel – Central hostel in downtown Cairo, near Tahrir Square",10.0
0253,accommodation,Guesthouse,Cairo,Egypt,"Valencia Hotel – Budget guesthouse near Egyptian Museum, basic amenities",25.0
0254,accommodation,Hotel,Cairo,Egypt,"Steigenberger El Tahrir – 4-star hotel in Tahrir Square, overlooking museum",90.0
0255,accommodation,Luxury Hotel,Cairo,Egypt,"The St. Regis Cairo – 5-star luxury hotel on Nile, with spa and dining",250.0
0256,accommodation,Hostel,Cairo,Egypt,"Cairo Stars Hostel – Budget hostel near Khan Al Khalili, rooftop",11.0
0257,accommodation,Guesthouse,Cairo,Egypt,"Nile View Guesthouse – Guesthouse in Zamalek, with Nile views",35.0
0258,accommodation,Luxury Hotel,Cairo,Egypt,Kempinski Nile Hotel – 5-star luxury hotel with rooftop pool,220.0
0259,accommodation,Luxury Hotel,Cairo,Egypt,"Fairmont Nile City – 5-star luxury hotel on Nile, with spa",240.0
0260,accommodation,Guesthouse,Cairo,Egypt,Garden City House – Budget guesthouse in Garden City,20.0
0261,accommodation,Luxury Hotel,Cairo,Egypt,Nile Ritz-Carlton – 5-star luxury hotel with Nile views,260.0
0262,accommodation,Hostel,Cairo,Egypt,Wake Up! Cairo – Budget hostel near Midan El Tahrir,12.0
0263,accommodation,Hostel,Dahab,Egypt,"Dahab Off‑beat Hostel – Relaxed hostel popular with backpackers, offering a simple, authentic desert‑side experience.",15.0
0264,accommodation,Hostel,Dahab,Egypt,"My Hostel in Dahab – Budget hostel 100m from beach, dive tours",10.0
0265,accommodation,Guesthouse,Dahab,Egypt,"Rihana Guest House – Guesthouse near Egla Bay, private rooms",20.0
0266,accommodation,Hotel,Dahab,Egypt,"Nesima Resort – 4-star hotel with dive center, near lagoon",70.0
0267,accommodation,Luxury Hotel,Dahab,Egypt,Le Meridien Dahab – 5-star luxury resort with sea views,160.0
0268,accommodation,Hostel,Dahab,Egypt,"Dahab Divers Hostel – Budget hostel with dive center, near beach",12.0
0269,accommodation,Hotel,Dahab,Egypt,"Sheikh Ali Resort – 4-star hotel with pool, near Blue Hole",75.0
0270,accommodation,Hotel,Dahab,Egypt,Coral Coast Hotel – 3-star hotel with beach access,50.0
0271,accommodation,Guesthouse,Dahab,Egypt,Dahab Paradise – Guesthouse with mountain views,30.0
0272,accommodation,Guesthouse,Giza,Egypt,"Life Pyramids Inn – Budget guesthouse with pyramid views, rooftop",25.0
0273,accommodation,Hostel,Giza,Egypt,"Giza Hostel – Simple hostel near Sphinx, shared dorms",12.0
0274,accommodation,Luxury Hotel,Giza,Egypt,"Marriott Mena House – 5-star luxury hotel near Pyramids, with pool",230.0
0275,accommodation,Hotel,Giza,Egypt,"Le Meridien Pyramids – 4-star hotel with pyramid views, spa",100.0
0276,accommodation,Guesthouse,Giza,Egypt,Pyramids View Inn – Guesthouse with rooftop pyramid views,30.0
0277,accommodation,Guesthouse,Giza,Egypt,Guardian Guest House – Budget guesthouse near Pyramids,20.0
0278,accommodation,Guesthouse,Giza,Egypt,Giza Pyramids Inn – Budget guesthouse near Sphinx,25.0
0279,accommodation,Hostel,Giza,Egypt,Pyramids Hostel – Simple hostel with pyramid views,11.0
0280,accommodation,Hostel,Hurghada,Egypt,Hurghada Beach Hostel – Casual hostel near the beach with local charm and a social atmosphere.,20.0
0281,accommodation,4‑5‑star Hotel,Hurghada,Egypt,"Steigenberger Al Dau Beach Hotel – Beachfront hotel with extensive facilities including pools, spa, and dining—ideal for relaxation.",150.0
0282,accommodation,Hostel,Hurghada,Egypt,"Hurghada Hostel – Budget hostel near marina, shared facilities",12.0
0283,accommodation,Guesthouse,Hurghada,Egypt,"Sea View Guesthouse – Simple guesthouse near beach, with terrace",25.0
0284,accommodation,Luxury Hotel,Hurghada,Egypt,Pickalbatros Citadel – 5-star all-inclusive resort on Red Sea,200.0
0285,accommodation,Hotel,Hurghada,Egypt,Hotel Sindbad – 4-star beachfront hotel with pool,85.0
0286,accommodation,Hotel,Hurghada,Egypt,Golden Beach Resort – 4-star all-inclusive resort with beach,90.0
0287,accommodation,Guesthouse,Hurghada,Egypt,Marina Guesthouse – Cozy guesthouse near Hurghada Marina,30.0
0288,accommodation,Luxury Hotel,Hurghada,Egypt,The Oberoi Sahl Hasheesh – 5-star luxury resort with private beach,230.0
0289,accommodation,Guesthouse,Hurghada,Egypt,Hurghada Guesthouse – Simple guesthouse near downtown,20.0
0290,accommodation,Hostel,Luxor,Egypt,"Luxor Medina Hostel – Budget‑friendly hostel with a true local feel, set in the historic heart of Luxor.",18.0
0291,accommodation,Guesthouse/Riad,Luxor,Egypt,"Luxor Riad Guesthouse – Authentic riad near the temples, offering local cuisine and traditional decor.",20.0
0292,accommodation,5‑star Luxury,Luxor,Egypt,Sofitel Winter Palace Luxor – Heritage hotel boasting lavish décor and Nile views,280.0
0293,accommodation,Luxury Hotel,Luxor,Egypt,"Winter Palace Hotel – Historic colonial-era hotel on the Nile, known for its classic architecture and proximity to ancient sites. Wikipedia",200.0
0294,accommodation,Hostel,Luxor,Egypt,"Happy Land Hotel – Hostel-hotel hybrid near Luxor Temple, rooftop",15.0
0295,accommodation,Guesthouse,Luxor,Egypt,"El Mesala Hotel – Guesthouse with Nile views, opposite Luxor Temple",35.0
0296,accommodation,Luxury Hotel,Luxor,Egypt,"Sonesta St. George – 5-star hotel on Nile, with pool and spa",150.0
0297,accommodation,Hotel,Luxor,Egypt,"Hilton Luxor Resort – 4-star resort near Karnak Temple, with infinity pool",100.0
0298,accommodation,Hotel,Luxor,Egypt,"Nefertiti Hotel – 3-star hotel near Luxor Temple, rooftop dining",45.0
0299,accommodation,Guesthouse,Luxor,Egypt,"Luxor Guest House – Budget guesthouse on West Bank, near tombs",20.0
0300,accommodation,Luxury Hotel,Luxor,Egypt,"Sofitel Winter Palace – 5-star luxury hotel with gardens, near Nile",200.0
0301,accommodation,Hostel,Luxor,Egypt,Luxor Hostel – Budget hostel near train station,10.0
0302,accommodation,Luxury Hotel,Luxor,Egypt,"Jolie Ville Resort – 5-star resort on Kings Island, with pool",170.0
0303,accommodation,Hotel,Luxor,Egypt,Nile Valley Hotel – 3-star hotel with West Bank views,40.0
0304,accommodation,Guesthouse,Marsa Alam,Egypt,Bedouin Guesthouse – Traditional guesthouse near beach,30.0
0305,accommodation,Hostel,Marsa Alam,Egypt,"Marsa Hostel – Budget hostel near dive sites, shared rooms",13.0
0306,accommodation,Luxury Hotel,Marsa Alam,Egypt,Hilton Marsa Alam – 5-star resort with private beach,180.0
0307,accommodation,Hotel,Marsa Alam,Egypt,Pickalbatros Villaggio – 4-star hotel with aqua park,90.0
0308,accommodation,Hotel,Marsa Alam,Egypt,"Blue Reef Resort – 4-star hotel with dive center, beachfront",85.0
0309,accommodation,Guesthouse,Marsa Alam,Egypt,Marsa Guesthouse – Simple guesthouse near coral reefs,25.0
0310,accommodation,Luxury Hotel,Marsa Alam,Egypt,Steigenberger Alaya – 5-star adults-only resort with pool,190.0
0311,accommodation,Guesthouse,Marsa Alam,Egypt,Marsa Nakari Ecolodge – Eco-guesthouse near dive sites,40.0
0312,accommodation,Luxury Resort,Sharm El Sheikh,Egypt,"Four Seasons Resort Sharm El Sheikh – Seafront resort offering luxurious accommodations, multiple dining options, and premium leisure facilities.",300.0
0313,accommodation,Luxury Resort,Sharm El Sheikh,Egypt,"Four Seasons Resort Sharm El Sheikh – Beachfront resort offering diving experiences, multiple pools, and gourmet dining. Wikipedia",400.0
0314,accommodation,Guesthouse,Sharm El Sheikh,Egypt,"Sharm Local Guesthouse – A local guesthouse with cultural touches, perfect for travelers seeking an authentic coastal stay.",20.0
0315,accommodation,Hostel,Sharm El Sheikh,Egypt,"My Hostel Sharm – Budget hostel near Naama Bay, dive tours",14.0
0316,accommodation,Guesthouse,Sharm El Sheikh,Egypt,"Naama Inn – Guesthouse near beach, simple rooms",30.0
0317,accommodation,Luxury Hotel,Sharm El Sheikh,Egypt,Rixos Premium Seagate – 5-star luxury resort with aqua park,220.0
0318,accommodation,Hotel,Sharm El Sheikh,Egypt,Novotel Sharm El Sheikh – 4-star hotel with private beach,90.0
0319,accommodation,Hotel,Sharm El Sheikh,Egypt,"Sharm Dreams Resort – 4-star resort with pool, near beach",85.0
0320,accommodation,Guesthouse,Sharm El Sheikh,Egypt,Reef Oasis Guesthouse – Simple guesthouse near dive sites,35.0
0321,accommodation,Luxury Hotel,Sharm El Sheikh,Egypt,Cleopatra Luxury Resort – 5-star adults-only resort with pool,210.0
0322,accommodation,Hostel,Sharm El Sheikh,Egypt,Naama Bay Hostel – Budget hostel near nightlife,13.0
0323,accommodation,Luxury Hotel,Sharm El Sheikh,Egypt,Jaz Mirabel Beach – 5-star resort with beach access,200.0
0324,accommodation,Hotel,Sharm El Sheikh,Egypt,Sharm Reef Hotel – 3-star hotel near coral reefs,60.0
0325,accommodation,Guesthouse/Riad,Siwa,Egypt,"Siwa Oasis Riad – An intimate guesthouse set in the heart of the oasis, providing a unique desert experience with traditional decor.",25.0
0326,accommodation,Guesthouse,Siwa,Egypt,"Siwa Shali Lodge – Eco-guesthouse in oasis, mud-brick design",40.0
0327,accommodation,Hostel,Siwa,Egypt,"Siwa Hostel – Budget hostel near Shali Fortress, shared dorms",11.0
0328,accommodation,Luxury Hotel,Siwa,Egypt,"Adrere Amellal – 5-star eco-luxury lodge in desert, no electricity",300.0
0329,accommodation,Hotel,Siwa,Egypt,"Taziry Ecolodge – 4-star lodge with oasis views, sustainable design",80.0
0330,accommodation,Guesthouse,Siwa,Egypt,Siwa Relax Retreat – Guesthouse with hot springs access,35.0
0331,accommodation,Hotel,Siwa,Egypt,Palm Trees Hotel – 3-star hotel with oasis views,50.0
0332,accommodation,Hostel,Siwa,Egypt,Siwa Oasis Hostel – Budget hostel near Great Sand Sea,10.0
0333,accommodation,Hotel,Siwa,Egypt,Qasr El Salam – 4-star hotel with traditional design,70.0
0334,accommodation,5‑star Luxury,Athens,Greece,Hotel Grande Bretagne – Iconic luxury hotel in central Athens with panoramic views and classic elegance,350.0
0335,accommodation,Luxury Hotel,Athens,Greece,"Hotel Grande Bretagne – Located in the heart of Athens, this historic hotel offers 320 luxurious rooms and suites, a rooftop restaurant with Acropolis views, and a renowned spa.",530.0
0336,accommodation,Hostel,Athens,Greece,Monastiraki Backpackers – Lively hostel in central Athens near Monastiraki with traditional decor and a vibrant communal space.,25.0
0337,accommodation,Guesthouse,Athens,Greece,Plaka Authentic Guesthouse – Charming guesthouse in the picturesque Plaka area with local art and warm hospitality.,28.0
0338,accommodation,Hostel,Athens,Greece,"Athens Backpackers – Budget hostel near Acropolis, with rooftop",20.0
0339,accommodation,Guesthouse,Athens,Greece,"Athens Studios – Guesthouse near Plaka, simple rooms",50.0
0340,accommodation,Luxury Hotel,Athens,Greece,Electra Palace Athens – 5-star luxury hotel with Acropolis views,250.0
0341,accommodation,Hotel,Athens,Greece,Athens Gate Hotel – 4-star hotel near Temple of Zeus,120.0
0342,accommodation,Hostel,Athens,Greece,City Circus Athens – Trendy hostel near Monastiraki,22.0
0343,accommodation,Guesthouse,Athens,Greece,Riad Athens – Guesthouse near Syntagma Square,55.0
0344,accommodation,Luxury Hotel,Athens,Greece,Hotel Grande Bretagne – 5-star luxury hotel with Acropolis views,400.0
0345,accommodation,Hostel,Athens,Greece,Hostel Athens Style – Budget hostel near Psiri district,20.0
0346,accommodation,Luxury Hotel,Athens,Greece,Divani Caravel – 5-star luxury hotel with rooftop pool,230.0
0347,accommodation,Guesthouse,Chania,Greece,Chania Authentic Guesthouse – Off‑beat guesthouse in Chania with artistic touches and traditional Cretan hospitality.,32.0
0348,accommodation,Hostel,Chania,Greece,Cocoon City Hostel – Simple hostel near Chania Old Town,20.0
0349,accommodation,Guesthouse,Chania,Greece,Guesthouse Chania – Guesthouse in Venetian Harbor area,55.0
0350,accommodation,Hotel,Chania,Greece,Porto Veneziano – 4-star hotel with harbor views,130.0
0351,accommodation,Luxury Hotel,Chania,Greece,Domes Noruz Chania – 5-star luxury adults-only hotel,300.0
0352,accommodation,Hostel,Chania,Greece,Hostel Chania – Budget hostel near Nea Chora Beach,18.0
0353,accommodation,Guesthouse,Chania,Greece,Riad Chania – Guesthouse near Lighthouse,60.0
0354,accommodation,Luxury Hotel,Chania,Greece,Casa Delfino – 5-star luxury hotel in old town,280.0
0355,accommodation,Hotel,Chania,Greece,Samaria Hotel – 4-star hotel near bus station,120.0
0356,accommodation,Hotel,Chania,Greece,Kydon Hotel – 4-star hotel in Chania center,130.0
0357,accommodation,Guesthouse,Corfu,Greece,"Corfu Old Town Guesthouse – Authentic guesthouse in Corfu’s historic center with local details and a warm, inviting ambiance.",30.0
0358,accommodation,Hostel,Corfu,Greece,Corfu Backpackers – Budget hostel near Corfu Town,18.0
0359,accommodation,Guesthouse,Corfu,Greece,Guesthouse Corfu – Guesthouse near Old Fortress,50.0
0360,accommodation,Luxury Hotel,Corfu,Greece,Corfu Palace Hotel – 5-star luxury hotel with sea views,250.0
0361,accommodation,Hotel,Corfu,Greece,Siorra Vittoria – 4-star boutique hotel in old town,120.0
0362,accommodation,Hostel,Corfu,Greece,Hostel Corfu – Simple hostel near Liston promenade,16.0
0363,accommodation,Guesthouse,Corfu,Greece,Riad Corfu – Guesthouse near Mon Repos Palace,55.0
0364,accommodation,Luxury Hotel,Corfu,Greece,MarBella Nido Suite – 5-star luxury adults-only hotel,300.0
0365,accommodation,Hotel,Corfu,Greece,Cavalieri Hotel – 4-star hotel with rooftop terrace,130.0
0366,accommodation,Luxury Hotel,Corfu,Greece,Kontokali Bay Resort – 5-star luxury hotel with beach,280.0
0367,accommodation,Hostel,Heraklion,Greece,Heraklion Medina Hostel – Authentic hostel in the old medina of Heraklion with local flavors and a communal vibe.,30.0
0368,accommodation,Hostel,Heraklion,Greece,So Young Hostel – Budget hostel near Venetian Walls,16.0
0369,accommodation,Guesthouse,Heraklion,Greece,"Guesthouse Heraklion – Guesthouse near Knossos, traditional style",40.0
0370,accommodation,Luxury Hotel,Heraklion,Greece,Galaxy Hotel Iraklio – 5-star luxury hotel with modern design,180.0
0371,accommodation,Hotel,Heraklion,Greece,Lato Boutique Hotel – 4-star hotel near old harbor,100.0
0372,accommodation,Hostel,Heraklion,Greece,Hostel Capsis – Budget hostel near Morosini Fountain,15.0
0373,accommodation,Guesthouse,Heraklion,Greece,Riad Heraklion – Guesthouse near Archaeological Museum,45.0
0374,accommodation,Luxury Hotel,Heraklion,Greece,GDM Megaron – 5-star luxury hotel in historic building,200.0
0375,accommodation,Hotel,Heraklion,Greece,Kronos Hotel – 3-star hotel near Venetian Harbor,80.0
0376,accommodation,Hotel,Heraklion,Greece,Infinity City Hotel – 4-star hotel near city center,110.0
0377,accommodation,Hostel,Ioannina,Greece,Ioannina Hostel – Budget hostel near Lake Pamvotis,16.0
0378,accommodation,Guesthouse,Ioannina,Greece,Guesthouse Ioannina – Guesthouse near Ali Pasha Museum,45.0
0379,accommodation,Luxury Hotel,Ioannina,Greece,Grand Serai Congress – 5-star luxury hotel with spa,180.0
0380,accommodation,Hotel,Ioannina,Greece,Hotel Du Lac – 4-star hotel with lake views,110.0
0381,accommodation,Guesthouse,Ioannina,Greece,Riad Ioannina – Guesthouse near Perama Cave,45.0
0382,accommodation,Hotel,Ioannina,Greece,Krikonis Hotel – 3-star hotel with pool,90.0
0383,accommodation,Luxury Hotel,Ioannina,Greece,Epirus Palace – 5-star luxury hotel with gardens,190.0
0384,accommodation,Hotel,Ioannina,Greece,Hotel Antique – 4-star hotel in historic center,100.0
0385,accommodation,Hotel,Ioannina,Greece,Lake Spirit Hotel – 4-star hotel near lake,120.0
0386,accommodation,Boutique/Luxury,Mykonos,Greece,"Cavo Tagoo Mykonos – Trendy boutique hotel featuring infinity pools, minimalist design, and panoramic sea views ideal for chic getaways.",400.0
0387,accommodation,Guesthouse,Naxos,Greece,"Naxos Beach Guesthouse – Simple guesthouse near the beach in Naxos offering relaxed, authentic island living.",32.0
0388,accommodation,Hostel,Patras,Greece,"Patras Cultural Hostel – Budget‑friendly hostel in Patras with an authentic, down‑to‑earth local feel.",28.0
0389,accommodation,Hostel,Patras,Greece,Patras Hostel – Simple hostel near Patras Port,15.0
0390,accommodation,Guesthouse,Patras,Greece,Guesthouse Patras – Guesthouse near Roman Odeon,40.0
0391,accommodation,Hotel,Patras,Greece,Airotel Patras Smart – 3-star hotel with modern amenities,80.0
0392,accommodation,Hotel,Patras,Greece,Moxy Patras Marina – 4-star hotel near marina,100.0
0393,accommodation,Guesthouse,Patras,Greece,Riad Patras – Guesthouse near Agios Andreas Church,40.0
0394,accommodation,Hotel,Patras,Greece,Castello Hotel – 3-star hotel near Patras Castle,85.0
0395,accommodation,Hotel,Patras,Greece,Achaia Beach Hotel – 4-star hotel with beach access,110.0
0396,accommodation,Hotel,Patras,Greece,Patra Palace – 4-star hotel with city views,90.0
0397,accommodation,Hotel,Patras,Greece,Primarolia Hotel – 4-star boutique hotel near port,110.0
0398,accommodation,Hostel,Rhodes,Greece,Medieval Hostel – Quaint hostel in Rhodes’ UNESCO‑listed old town with traditional charm and a friendly atmosphere.,35.0
0399,accommodation,Hostel,Rhodes,Greece,STAY Hostel Rhodes – Budget hostel near Rhodes Old Town,18.0
0400,accommodation,Guesthouse,Rhodes,Greece,Guesthouse Rhodes – Guesthouse near Medieval City,50.0
0401,accommodation,Luxury Hotel,Rhodes,Greece,Rodos Park Suites – 5-star luxury hotel with gardens,250.0
